Shigella dysenteriae Sd197, complete genome
Product Name	Start	End	Strand	Length	Gi	GeneID	Locus	Locus_tag	COG(s)
hypothetical protein SDY_1049 	987632	987814	+	60	82776356	3796730	-	SDY_1049	COG5475S
hypothetical protein SDY_1050 	988003	989679	+	558	82776357	3796731	-	SDY_1050	COG2199T
mannosyl-3-phosphoglycerate phosphatase 	989676	990491	-	271	82776358	3796732	-	SDY_1051	COG3769R
hypothetical protein SDY_1052 	990789	991031	-	80	82776359	3796733	-	SDY_1052	-
hypothetical protein SDY_1053 	991165	991353	+	62	82776360	3796734	dsrB	SDY_1053	-
iso-IS1 ORF2 	991992	992387	+	131	82776361	3796735	-	SDY_1054	COG1662L
IS1 ORF2 	992462	992839	-	125	82776362	3796736	insB	SDY_1055	COG1662L
IS1 ORF1 	992884	993159	-	91	82776363	3796737	insA	SDY_1056	COG3677L
iso-IS1 ORF2 	993493	993888	-	131	82776364	3796738	-	SDY_1057	COG1662L
hypothetical protein SDY_1058 	994083	994295	+	70	82776365	3796739	-	SDY_1058	-
putative integrase 	994556	995281	+	241	82776366	3796740	-	SDY_1059	-
hypothetical protein SDY_1060 	996338	996769	+	143	82776367	3796741	-	SDY_1060	-
iso-IS1 ORF2 	997432	997827	+	131	82776368	3796742	-	SDY_1061	COG1662L
invasion plasmid antigen 	998209	999369	+	386	82776369	3796743	ipaH_3	SDY_1062	COG4886S
IS600 ORF2 	999324	1000109	-	261	82776370	3796744	-	SDY_1063	COG2801L
IS600 ORF1 	1000250	1000552	-	100	82776371	3796745	-	SDY_1064	COG2963L
putative tail fiber protein 	1001080	1002129	-	349	82776372	3796746	-	SDY_1065	-
putative tail fiber assembly protein 	1002153	1002641	-	162	82776373	3796747	-	SDY_1066	-
putative phage tail fiber protein 	1002701	1002814	-	37	82776374	3799923	-	SDY_1067	-
IS600 ORF1 	1002853	1003155	+	100	82776375	3799924	-	SDY_1068	COG2963L
IS600 ORF2 	1003296	1004009	+	237	82776376	3799925	-	SDY_1069	COG2801L
iso-IS1 ORF2 	1004265	1004660	-	131	82776377	3799926	-	SDY_1070	COG1662L
hypothetical protein SDY_1072 	1005276	1006112	+	278	82776378	3799928	-	SDY_1072	COG3228S
hypothetical protein SDY_1074 	1006574	1006978	+	134	82776379	3799930	-	SDY_1074	-
hypothetical protein SDY_1075 	1007089	1007865	+	258	82776380	3799931	-	SDY_1075	-
hypothetical protein SDY_1076 	1007889	1008107	+	72	82776381	3799932	-	SDY_1076	-
hypothetical protein SDY_1077 	1008318	1008851	+	177	82776382	3799933	-	SDY_1077	-
insertion element IS2 transposase InsD 	1008822	1009727	-	301	161950136	3799934	-	SDY_1078	COG2801L
insertion sequence 2 OrfA protein 	1009685	1010050	-	121	82776384	3799935	-	SDY_1079	COG2963L
hypothetical protein SDY_1080 	1010435	1011220	-	261	82776385	3799936	-	SDY_1080	COG3500R
iso-IS1 ORF2 	1011244	1011639	-	131	82776386	3799937	-	SDY_1081	COG1662L
hypothetical protein SDY_1082 	1011834	1012043	+	69	82776387	3799938	-	SDY_1082	-
iso-IS1 ORF2 	1012083	1012478	-	131	82776388	3799939	-	SDY_1083	COG1662L
hypothetical protein SDY_1084 	1012902	1013573	-	223	82776389	3797826	yedK	SDY_1084	COG2135S
hypothetical protein SDY_1085 	1013682	1013915	-	77	82776390	3797827	yedF	SDY_1085	COG0425O
putative inner membrane protein 	1013912	1015117	-	401	82776391	3797828	yedE	SDY_1086	COG2391R
hypothetical protein SDY_1087 	1015304	1015717	+	137	82776392	3797829	yedD	SDY_1087	-
cytoplasmic alpha-amylase 	1015751	1017238	-	495	82776393	3797830	amyA	SDY_1088	COG0366G
flagellar protein FliS 	1017681	1018091	-	136	82776394	3797832	fliS	SDY_1090	COG1516NUO
flagellar capping protein 	1018116	1019513	-	465	82776395	3797833	fliD	SDY_1091	COG1345N
IS1 ORF2 	1021134	1021511	-	125	82776396	3797835	insB	SDY_1093	COG1662L
IS1 ORF1 	1021556	1021831	-	91	82776397	3797836	insA	SDY_1094	COG3677L
flagellar biosynthesis sigma factor 	1022538	1023257	+	239	82776398	3797837	fliA	SDY_1095	COG1191K
flagella biosynthesis protein FliZ 	1023267	1023854	+	195	82776399	3797838	fliZ	SDY_1096	-
cystine transporter subunit 	1023942	1024742	+	266	82776400	3797839	fliY	SDY_1097	COG0834ET
D-cysteine desulfhydrase 	1024847	1025833	+	328	161950135	3797840	yedO	SDY_1098	COG2515E
putative transport system permease protein 	1025848	1026516	+	222	82776402	3797841	yecS	SDY_1099	COG0765E
putative amino-acid ABC transporter ATP-binding protein YecC 	1026513	1027265	+	250	82776403	3797842	yecC	SDY_1100	COG1126E
iso-IS1 ORF2 	1028407	1028802	+	131	82776404	3797844	-	SDY_1102	COG1662L
hypothetical protein SDY_1103 	1029059	1029283	-	74	82776405	3797845	yecF	SDY_1103	-
response regulator 	1029742	1030398	+	218	82776406	3795445	uvrY	SDY_1104	COG2197TK
excinuclease ABC subunit C 	1030395	1032122	+	575	161950134	3795446	uvrC	SDY_1105	COG0322L
phosphatidylglycerophosphate synthetase 	1032286	1032834	+	182	82776408	3795447	pgsA	SDY_1106	COG0558I
hypothetical protein SDY_1110 	1033484	1034149	+	221	82776409	3795451	yecA	SDY_1110	COG3318R
tyrosine-specific transport system 	1034211	1035422	-	403	82776410	3795452	tyrP	SDY_1111	COG0814E
hypothetical protein SDY_1112 	1035614	1035853	+	79	82776411	3795453	yecH	SDY_1112	-
ferritin 	1035891	1036388	-	165	82776412	3795454	ftn	SDY_1113	COG1528P
hypothetical protein SDY_1114 	1036559	1036882	-	107	82776413	3795455	-	SDY_1114	-
iso-IS1 ORF2 	1037093	1037488	-	131	82776414	3795456	-	SDY_1115	COG1662L
ferritin-like protein 	1038290	1038793	+	167	82776415	3795457	yecI	SDY_1116	COG1528P
hypothetical protein SDY_1117 	1038872	1039123	-	83	82776416	3795458	-	SDY_1117	-
iso-IS1 ORF2 	1039412	1039807	-	131	82776418	3795460	-	SDY_1119	COG1662L
hypothetical protein SDY_1118 	1039778	1040167	+	129	82776417	3795459	-	SDY_1118	-
L-arabinose-binding periplasmic protein 	1040222	1041211	+	329	82776419	3799748	araF	SDY_1120	COG1879G
L-arabinose transporter ATP-binding protein 	1041281	1042795	+	504	82776420	3799749	araG	SDY_1121	COG1129G
L-arabinose transporter permease protein 	1042807	1043796	+	329	82776421	3799750	araH	SDY_1122	COG1172G
IS600 ORF1 	1044340	1044642	+	100	82776422	3799751	-	SDY_1123	COG2963L
IS600 ORF2 	1044783	1045496	+	237	82776423	3799752	-	SDY_1124	COG2801L
hypothetical protein SDY_1125 	1046365	1046706	-	113	82776424	3799753	-	SDY_1125	-
putative resistance protein 	1046719	1047387	-	222	82776425	3799754	-	SDY_1126	COG1276P
hypothetical protein SDY_1127 	1047596	1047970	-	124	82776426	3799755	-	SDY_1127	COG2372R
DNA polymerase III subunit theta 	1048109	1048339	+	76	82776427	3799756	holE	SDY_1128	-
hypothetical protein SDY_1129 	1048441	1049097	+	218	82776428	3799757	-	SDY_1129	COG0388R
exodeoxyribonuclease X 	1049121	1049783	+	220	82776429	3799758	-	SDY_1130	COG0847L
protease 2 	1049780	1051840	-	686	82776430	3799759	ptrB	SDY_1131	COG1770E
hypothetical protein SDY_1132 	1052049	1052708	-	219	82776431	3799760	yebE	SDY_1132	COG2979S
hypothetical protein SDY_1133 	1053032	1053400	-	122	82776432	3799761	yebF	SDY_1133	-
DNA damage-inducible protein YebG 	1053455	1053745	-	96	82776433	3799762	yebG	SDY_1134	COG3141S
phosphoribosylglycinamide formyltransferase 2 	1053879	1055057	+	392	82776434	3799763	purT	SDY_1135	COG0027F
keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate aldolase 	1055113	1055754	-	213	82776435	3799764	eda	SDY_1136	COG0800G
phosphogluconate dehydratase 	1055791	1057602	-	603	82776436	3799765	edd	SDY_1137	COG0129EG
glucose-6-phosphate 1-dehydrogenase 	1057837	1059312	-	491	82776437	3799766	zwf	SDY_1138	COG0364G
hypothetical protein SDY_1139 	1059650	1060057	+	135	82776438	3799767	-	SDY_1139	COG1737K
hypothetical protein SDY_1140 	1060087	1060518	+	143	82776439	3795461	-	SDY_1140	COG1737K
pyruvate kinase 	1060646	1062088	+	480	82776440	3795462	pykA	SDY_1141	COG0469G
lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase 	1062219	1063190	-	323	82776441	3795463	msbB	SDY_1142	COG1560M
hypothetical protein SDY_1143 	1063310	1064632	-	440	161950133	3795464	yebA	SDY_1143	COG0739M
high-affinity zinc transporter periplasmic component 	1064648	1065580	-	310	161950132	3795465	znuA	SDY_1144	COG4531P
high-affinity zinc transporter ATPase 	1065659	1066414	+	251	82776444	3795466	znuC	SDY_1145	COG1121P
high-affinity zinc transporter membrane component 	1066411	1067196	+	261	82776445	3795467	znuB	SDY_1146	COG1108P
Holliday junction DNA helicase RuvB 	1067343	1068353	-	336	82776446	3795468	ruvB	SDY_1147	COG2255L
Holliday junction DNA helicase RuvA 	1068362	1068973	-	203	82776447	3795469	ruvA	SDY_1148	COG0632L
hypothetical protein SDY_1149 	1069248	1069850	+	200	161950131	3795470	yebB	SDY_1149	-
Holliday junction resolvase 	1069852	1070373	-	173	82776449	3795471	ruvC	SDY_1150	COG0817L
hypothetical protein SDY_1151 	1070408	1071148	-	246	82776450	3795472	yebC	SDY_1151	COG0217S
dATP pyrophosphohydrolase 	1071177	1071629	-	150	82776451	3795473	ntpA	SDY_1152	COG0494LR
aspartyl-tRNA synthetase 	1071747	1073519	-	590	82776452	3795474	aspS	SDY_1153	COG0173J
hypothetical protein SDY_1154 	1073829	1074083	+	84	82776453	3795475	-	SDY_1154	COG1335Q
ISSfl2 ORF 	1074275	1075471	+	398	82776454	3795476	-	SDY_1155	-
IS1 ORF1 	1075974	1076249	+	91	82776455	3795477	insA	SDY_1156	COG3677L
IS1 ORF2 	1076271	1076669	+	132	82776456	3795478	insB	SDY_1157	COG1662L
IS911 ORF1 	1077771	1078073	+	100	82776457	3795479	-	SDY_1158	COG2963L
IS911 ORF2 	1078100	1078450	+	116	82776458	3796823	-	SDY_1159	-
IS911 ORF2 	1078419	1078940	+	173	82776459	3796824	-	SDY_1160	COG2801L
IS1 ORF2 	1079466	1079918	-	150	82776460	3796825	insB	SDY_1161	COG1662L
insertion element IS2 transposase InsD 	1079903	1080808	-	301	161950130	3796826	-	SDY_1162	COG2801L
insertion sequence 2 OrfA protein 	1080766	1081131	-	121	82776462	3796827	-	SDY_1163	COG2963L
IS1 ORF1 	1081224	1081499	-	91	82776463	3796828	insA	SDY_1164	COG3677L
iso-IS1 ORF2 	1081860	1082255	-	131	82776464	3796829	-	SDY_1165	COG1662L
hypothetical protein SDY_1166 	1082590	1083207	-	205	82776465	3796830	-	SDY_1166	-
hypothetical protein SDY_1167 	1083311	1083658	+	115	82776466	3796831	-	SDY_1167	COG1801S
hypothetical protein SDY_1168 	1083711	1084106	+	131	161950129	3796832	yecN	SDY_1168	COG3788R
hypothetical protein SDY_1169 	1084147	1084890	+	247	82776468	3796833	yecO	SDY_1169	COG2226H
putative enzyme 	1084887	1085858	+	323	82776469	3796834	yecP	SDY_1170	COG2227H
biotin sulfoxide reductase 2 	1086023	1088383	-	786	82776470	3796835	bisZ	SDY_1171	COG0243C
iso-IS1 ORF2 	1088896	1089111	-	71	82776471	3796836	-	SDY_1172	COG1662L
iso-IS1 ORF2 	1089108	1089290	-	60	82776472	3796837	-	SDY_1173	COG1662L
iso-IS1 ORF2 	1090044	1090439	-	131	82776473	3796838	-	SDY_1174	COG1662L
iso-IS1 ORF2 	1091345	1091740	-	131	82776474	3796840	-	SDY_1176	COG1662L
hypothetical protein SDY_1177 	1091935	1092138	+	67	82776475	3796841	-	SDY_1177	-
copper homeostasis protein CutC 	1092199	1092945	-	248	82776476	3796842	cutC	SDY_1178	COG3142P
hypothetical protein SDY_1179 	1092959	1093531	-	190	82776477	3795480	yecM	SDY_1179	COG3102S
arginyl-tRNA synthetase 	1093741	1095474	+	577	82776478	3795481	argS	SDY_1180	COG0018J
IS1 ORF1 	1095709	1095984	+	91	82776479	3795482	insA	SDY_1181	COG3677L
IS1 ORF2 	1096029	1096406	+	125	82776480	3795483	insB	SDY_1182	COG1662L
flagellar protein 	1097038	1097430	-	130	82776481	3795484	flhE	SDY_1183	-
iso-IS1 ORF2 	1099045	1099440	-	131	82776482	3795486	-	SDY_1185	COG1662L
IS600 ORF1 	1099853	1100155	+	100	82776483	3795487	-	SDY_1186	COG2963L
IS600 ORF2 	1100296	1101009	+	237	82776484	3795488	-	SDY_1187	COG2801L
flagellar motor protein MotA 	1101937	1102824	-	295	82776485	3795490	motA	SDY_1189	COG1291N
transcriptional activator FlhC 	1102950	1103495	-	181	82776486	3795491	flhC	SDY_1190	-
transcriptional activator FlhD 	1103498	1103857	-	119	82776487	3795492	flhD	SDY_1191	-
universal stress protein UspC 	1104628	1105056	+	142	82776488	3795493	yecG	SDY_1192	COG0589T
trehalose-6-phosphate synthase 	1105063	1106487	-	474	82776489	3795494	otsA	SDY_1193	COG0380G
IS911 ORF2 	1107028	1107867	-	279	82776490	3795496	-	SDY_1195	COG2801L
IS911 ORF1 	1107894	1108220	-	108	82776491	3795497	-	SDY_1196	COG2963L
IS600 ORF2 	1108193	1108963	-	256	82776492	3795498	-	SDY_1197	COG2801L
IS600 ORF1 	1109104	1109406	-	100	82776493	3795596	-	SDY_1198	COG2963L
IS1 ORF1 	1109483	1109758	+	91	82776494	3795597	insA	SDY_1199	COG3677L
IS1 ORF2 	1109803	1110180	+	125	82776495	3795598	insB	SDY_1200	COG1662L
iso-IS1 ORF2 	1111027	1111422	+	131	82776496	3795599	-	SDY_1201	COG1662L
hypothetical protein SDY_1202 	1111815	1112834	+	339	82776497	3795600	-	SDY_1202	-
iso-IS1 ORF2 	1112809	1113204	-	131	82776498	3795601	-	SDY_1203	COG1662L
putative ATP-binding component of a transport system 	1113426	1116020	+	864	82776499	3795602	ypjA	SDY_1204	COG3468MU
cell division topological specificity factor MinE 	1116391	1116657	-	88	82776500	3795603	minE	SDY_1205	COG0851D
cell division inhibitor MinD 	1116661	1117473	-	270	82776501	3795604	minD	SDY_1206	COG2894D
septum formation inhibitor 	1117497	1118192	-	231	82776502	3795605	minC	SDY_1207	COG0850D
iso-IS1 ORF2 	1118832	1119227	-	131	82776503	3795606	-	SDY_1208	COG1662L
hypothetical protein SDY_1209 	1119754	1120038	+	94	82776504	3795607	ycgJ	SDY_1209	-
hypothetical protein SDY_1210 	1120158	1120559	-	133	82776505	3795608	ycgK	SDY_1210	-
hypothetical protein SDY_1211 	1120766	1121092	+	108	82776506	3795609	ycgL	SDY_1211	COG3100S
hypothetical protein SDY_1212 	1121164	1121823	+	219	82776507	3795610	-	SDY_1212	COG0179Q
hypothetical protein SDY_1213 	1121915	1122361	+	148	161950128	3795611	ycgN	SDY_1213	COG2983S
IS1 ORF1 	1122444	1122719	+	91	82776509	3795612	insA	SDY_1214	COG3677L
IS1 ORF2 	1122764	1123141	+	125	82776510	3795613	insB	SDY_1215	COG1662L
iso-IS1 ORF2 	1123671	1124066	+	131	82776511	3795614	-	SDY_1216	COG1662L
hypothetical protein SDY_1217 	1124118	1124327	-	69	82776512	3795615	-	SDY_1217	-
iso-IS1 ORF2 	1124522	1124917	+	131	82776513	3797183	-	SDY_1218	COG1662L
DNA polymerase V subunit UmuD 	1125536	1125955	+	139	82776514	3797185	umuD	SDY_1220	COG1974KT
DNA polymerase V subunit UmuC 	1125955	1127214	+	419	82776515	3797186	umuC	SDY_1221	COG0389L
disulfide bond formation protein B 	1127260	1127790	-	176	82776516	3797187	dsbB	SDY_1222	COG1495O
sodium/proton antiporter 	1127936	1129477	-	513	82776517	3797188	nhaB	SDY_1223	COG3067P
fatty acid metabolism regulator 	1129699	1130418	+	239	82776518	3797189	fadR	SDY_1224	COG2186K
SpoVR family protein 	1130470	1132002	-	510	82776519	3797190	ycgB	SDY_1225	COG2719S
D-amino acid dehydrogenase small subunit 	1132332	1133630	+	432	82776520	3797191	dadA	SDY_1226	COG0665E
hypothetical protein SDY_1228 	1134877	1136010	-	377	82776521	3797193	-	SDY_1228	-
hypothetical protein SDY_1229 	1136572	1136859	+	95	82776522	3797194	-	SDY_1229	-
potassium/proton antiporter 	1136962	1138698	-	578	161950127	3797195	-	SDY_1230	COG3263P
L,D-carboxypeptidase A 	1138793	1139707	-	304	82776525	3797197	ldcA	SDY_1232	COG1619V
murein transglycosylase E 	1139693	1140418	+	241	82776524	3797196	mltE	SDY_1231	COG0741M
hypothetical protein SDY_1233 	1140420	1141154	-	244	82776526	3797198	ycgR	SDY_1233	COG5581M
hypothetical protein SDY_1234 	1141355	1141609	+	84	82776527	3797199	ymgE	SDY_1234	COG2261S
putative outer membrane receptor 	1141659	1143629	-	656	82776528	3797200	prrA	SDY_1235	COG4771P
molybdenum transport protein ModD 	1143655	1144509	-	284	82776529	3797201	modD	SDY_1236	COG0157H
hypothetical protein SDY_1237 	1144506	1145087	-	193	82776530	3798349	-	SDY_1237	-
iso-IS1 ORF2 	1145309	1145704	+	131	82776531	3798350	-	SDY_1238	COG1662L
hypothetical protein SDY_1239 	1145679	1146092	-	137	82776532	3798351	-	SDY_1239	COG4976
putative iron compound ABC transporter, ATP-binding protein 	1146102	1146860	-	252	82776533	3798352	-	SDY_1240	COG1120PH
putative iron compound ABC transporter, permease protein 	1146857	1147837	-	326	82776534	3798353	-	SDY_1241	COG0609P
putative ATP-binding protein of ABC transporter 	1147837	1148442	-	201	82776535	3798354	-	SDY_1242	COG0614P
hypothetical protein SDY_1243 	1148491	1148859	-	122	82776536	3798355	-	SDY_1243	-
iso-IS1 ORF2 	1149109	1149324	-	71	82776537	3798356	-	SDY_1244	COG1662L
trehalase 	1149966	1151663	-	565	82776539	3798358	treA	SDY_1246	COG1626G
hypothetical protein SDY_1245 	1151608	1151823	+	71	82776538	3798357	-	SDY_1245	-
putative dihydroxyacetone kinase 	1153413	1153748	-	111	82776540	3798360	-	SDY_1248	COG2376G
hypothetical protein SDY_1249 	1153779	1154210	+	143	82776541	3798361	-	SDY_1249	COG3284QK
iso-IS1 ORF2 	1157844	1158239	-	131	82776542	3798363	-	SDY_1251	COG1662L
GTP-dependent nucleic acid-binding protein EngD 	1158812	1159903	-	363	82776543	3798364	ychF	SDY_1252	COG0012J
peptidyl-tRNA hydrolase 	1160020	1160604	-	194	82776544	3798365	pth	SDY_1253	COG0193J
hypothetical protein SDY_1254 	1160882	1161160	+	92	82776545	3798366	ychH	SDY_1254	-
putative sulfate transporter YchM 	1161215	1162867	-	550	82776546	3798367	ychM	SDY_1255	COG0659P
ribose-phosphate pyrophosphokinase 	1163019	1163966	-	315	82776547	3798368	prsA	SDY_1256	COG0462FE
4-diphosphocytidyl-2-C-methyl-D-erythritol kinase 	1164117	1164968	-	283	82776548	3798783	ipk	SDY_1257	COG1947I
outer membrane lipoprotein LolB 	1164968	1165591	-	207	82776549	3798784	lolB	SDY_1258	COG3017M
glutamyl-tRNA reductase 	1165805	1167061	+	418	82776550	3798785	hemA	SDY_1259	COG0373H
peptide chain release factor 1 	1167103	1168185	+	360	82776551	3798786	prfA	SDY_1260	COG0216J
N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase 	1168185	1169018	+	277	82776552	3798787	hemK	SDY_1261	COG2890J
putative transcriptional regulator 	1169015	1169407	+	130	82776553	3798788	-	SDY_1262	COG3094S
putative transcriptional regulator 	1169411	1170220	+	269	82776554	3798789	ychA	SDY_1263	COG2912S
2-dehydro-3-deoxyphosphooctonate aldolase 	1170256	1171110	+	284	82776555	3798790	kdsA	SDY_1264	COG2877M
hypothetical protein SDY_1265 	1171258	1171392	-	44	82776556	3798791	-	SDY_1265	-
calcium/sodium:proton antiporter 	1171770	1172870	-	366	82776557	3798792	chaA	SDY_1266	COG0387P
IS1 ORF1 	1173140	1173415	+	91	82776558	3798793	insA	SDY_1267	COG3677L
IS1 ORF2 	1173460	1173654	+	64	82776559	3798794	insB	SDY_1268	COG1662L
cation transport regulator 	1173917	1174147	+	76	82776560	3798795	chaB	SDY_1269	COG4572R
cation transport regulator 	1174284	1174940	+	218	82776561	3798796	chaC	SDY_1270	COG3703P
hypothetical protein SDY_1271 	1175044	1175397	-	117	82776562	3798797	ychN	SDY_1271	COG1553P
hypothetical protein SDY_1272 	1175718	1175933	-	71	82776563	3798798	-	SDY_1272	-
iso-IS1 ORF2 	1176128	1176523	+	131	82776564	3798799	-	SDY_1273	COG1662L
transcriptional regulator NarL 	1177738	1178388	-	216	82776565	3798801	narL	SDY_1275	COG2197TK
nitrate/nitrite sensor protein NarX 	1178381	1180177	-	598	82776566	3796785	narX	SDY_1276	COG3850T
hypothetical protein SDY_1277 	1180203	1180421	+	72	82776567	3796786	-	SDY_1277	-
nitrite extrusion protein 	1180516	1181907	+	463	82776568	3796787	narK	SDY_1278	COG2223P
nitrate reductase 1, alpha subunit 	1182300	1186043	+	1247	82776569	3796788	narG	SDY_1279	COG5013C
nitrate reductase 1, beta subunit 	1186040	1187578	+	512	82776570	3796789	narH	SDY_1280	COG1140C
nitrate reductase 1, delta subunit, assembly function 	1187575	1188285	+	236	82776571	3796790	narJ	SDY_1281	COG2180C
nitrate reductase 1, cytochrome b(NR), gamma subunit 	1188285	1188962	+	225	82776572	3796791	narI	SDY_1282	COG2181C
formyltetrahydrofolate deformylase 	1189567	1190409	-	280	82776573	3796793	purU	SDY_1284	COG0788F
hypothetical protein SDY_1285 	1190459	1190917	-	152	82776574	3796794	ychJ	SDY_1285	COG3012S
hypothetical protein SDY_1286 	1191030	1191770	+	246	82776575	3796795	ychK	SDY_1286	COG1752R
response regulator of RpoS 	1192028	1193041	+	337	82776576	3796796	hnr	SDY_1287	COG2204T
UTP--glucose-1-phosphate uridylyltransferase subunit GalU 	1193243	1194151	+	302	82776577	3796797	galU	SDY_1288	COG1210M
global DNA-binding transcriptional dual regulator H-NS 	1194295	1194708	-	137	82776578	3796798	hns	SDY_1289	COG2916R
thymidine kinase 	1195312	1195929	+	205	82776579	3796799	tdk	SDY_1290	COG1435F
iso-IS1 ORF2 	1195955	1196350	-	131	82776580	3796800	-	SDY_1291	COG1662L
